rental_id,rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,borough
2869,3600,3.0,2,900,4,1.0,15,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
4318,3900,3.0,2,1000,4,9.0,8,0,0,0,0,1,0,0,0,Greenwood,Brooklyn
6265,2700,2.0,1,900,4,2.0,96,0,0,0,0,0,0,0,0,Gowanus,Brooklyn
24,4900,1.0,1,1216,6,3.0,88,0,0,0,0,0,0,0,0,Brooklyn Heights,Brooklyn
9481,3900,0.0,1,1100,3,4.0,85,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
849,2750,1.0,1,700,12,3.0,9,1,0,0,0,0,0,0,0,Clinton Hill,Brooklyn
6029,2700,2.0,1,750,7,14.0,96,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3686,4905,2.0,2,1114,6,5.0,2,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
7616,2000,1.0,1,700,4,2.0,85,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
863,3200,1.0,1,800,5,3.0,27,0,0,0,0,0,0,0,0,Boerum Hill,Brooklyn
8742,2950,2.0,1,1000,4,3.0,85,0,0,0,0,0,0,0,0,Park Slope,Brooklyn
9103,1950,2.0,1,950,5,2.0,75,0,0,0,0,0,0,0,0,Sheepshead Bay,Brooklyn
10632,1799,1.0,1,650,7,3.0,8,0,0,0,0,0,0,0,0,Greenwood,Brooklyn
3887,5317,2.0,2,981,3,5.0,85,1,0,0,0,0,0,0,0,Carroll Gardens,Brooklyn
4544,2300,2.0,1,750,14,1.0,85,0,0,0,0,0,0,0,0,Red Hook,Brooklyn
1026,2400,0.0,1,450,1,30.0,9,0,0,0,0,0,0,0,0,Fort Greene,Brooklyn
2201,3045,1.0,1,589,1,3.0,17,1,0,0,0,0,0,0,0,Brooklyn Heights,Brooklyn
5050,3790,1.0,1,681,2,7.0,90,1,1,1,1,1,0,0,1,Downtown Brooklyn,Brooklyn
10876,2500,0.0,1,525,7,4.0,66,1,0,0,0,0,0,0,0,Crown Heights,Brooklyn
5912,2600,3.0,1,1200,5,3.0,91,1,0,0,0,0,0,0,0,Crown Heights,Brooklyn
6233,3226,1.0,1,976,3,5.0,0,1,0,0,0,0,0,0,0,Prospect Park South,Brooklyn
726,4995,2.0,2,1251,5,4.0,8,0,1,1,0,0,1,0,0,Williamsburg,Brooklyn
5075,6950,3.0,2,1172,3,4.0,85,1,0,0,0,0,0,0,0,Carroll Gardens,Brooklyn
3104,3500,3.0,1,950,5,2.0,115,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1387,3080,1.0,1,655,7,5.0,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
8676,6992,2.0,2,1213,2,7.0,0,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
9776,6000,4.0,2,1800,3,2.0,56,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
8940,2700,2.0,2,750,11,2.0,96,0,0,0,0,0,0,0,0,Columbia St Waterfront District,Brooklyn
7240,4246,2.0,2,1100,4,6.0,2,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1388,2299,3.0,1,1000,8,1.0,106,1,0,0,0,0,0,0,0,Crown Heights,Brooklyn
7568,2400,1.5,1,750,5,2.0,88,0,0,0,0,0,0,0,0,Greenpoint,Brooklyn
7968,2485,1.0,1,703,10,5.0,3,1,0,0,0,0,0,0,0,Clinton Hill,Brooklyn
6408,4000,1.0,2,900,3,1.0,106,1,1,1,1,1,1,0,1,Williamsburg,Brooklyn
7191,2995,4.0,1,2000,5,1.0,4,1,0,0,0,0,0,0,0,Crown Heights,Brooklyn
2291,1500,1.0,1,800,6,3.0,52,0,0,0,0,0,0,0,0,Kensington,Brooklyn
508,4370,2.0,2,933,1,25.0,5,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
8094,2400,2.0,1,800,8,2.0,111,1,0,0,0,0,0,0,0,Crown Heights,Brooklyn
5659,3200,1.0,1,701,10,13.0,6,1,0,0,0,0,0,0,0,Clinton Hill,Brooklyn
4123,3500,4.0,2,1500,7,1.0,86,1,0,0,0,0,0,0,0,Bushwick,Brooklyn
5977,1600,1.5,1,800,3,3.0,109,0,0,0,0,0,0,0,0,Bushwick,Brooklyn
10259,1650,1.0,1,686,6,4.0,57,1,0,0,0,0,0,0,0,Brighton Beach,Brooklyn
4857,2600,3.0,1,800,3,1.0,96,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
10421,2400,1.0,1,875,2,2.0,85,0,0,0,0,0,0,0,0,Gowanus,Brooklyn
4540,1800,1.5,1,1000,2,2.0,85,0,0,0,0,0,0,0,0,Bushwick,Brooklyn
8302,2295,1.5,1,600,4,2.0,86,0,0,0,0,0,0,0,0,Greenpoint,Brooklyn
10395,4700,3.0,2,1300,4,3.0,85,1,1,0,1,1,0,0,1,Williamsburg,Brooklyn
2915,1875,0.0,1,460,7,1.0,116,0,0,0,0,0,0,0,0,Carroll Gardens,Brooklyn
3611,2900,2.0,1,756,3,2.0,9,0,0,0,0,0,0,0,0,Crown Heights,Brooklyn
9558,3600,3.0,1,1000,2,4.0,86,1,0,0,0,0,0,0,0,Prospect Heights,Brooklyn
1997,2450,1.0,1,800,5,3.0,85,1,0,0,0,0,0,0,0,Bushwick,Brooklyn
8915,3200,2.0,1,1000,3,3.0,96,0,0,0,0,0,0,0,0,Park Slope,Brooklyn
1471,3300,1.0,1,974,3,7.0,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1656,8900,3.0,2,2000,8,3.0,102,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2972,2195,0.0,1,550,3,4.0,85,1,0,0,0,0,0,0,0,Boerum Hill,Brooklyn
4182,2900,1.0,1,662,1,4.0,9,0,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
7807,2400,3.0,1,1100,3,4.0,106,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
7036,2000,2.0,1,850,8,5.0,80,0,0,0,0,0,0,0,0,Bay Ridge,Brooklyn
6236,3100,1.0,1,820,1,10.0,96,1,1,1,1,1,1,0,1,Downtown Brooklyn,Brooklyn
7906,1650,1.0,1,620,1,1.0,90,0,0,0,0,0,0,0,0,Prospect Park South,Brooklyn
780,3090,1.0,1,675,1,16.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
7915,4120,2.0,2,917,7,4.0,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
9384,4079,2.0,2,1154,10,14.0,6,1,1,1,0,1,1,1,1,Clinton Hill,Brooklyn
10586,1984,1.0,1,761,6,55.0,89,1,0,0,0,0,0,0,0,Flatbush,Brooklyn
802,2745,0.0,1,476,1,37.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
10047,1695,1.0,1,700,7,3.0,53,0,0,0,0,0,0,0,0,Kensington,Brooklyn
10653,2850,1.0,1,800,7,3.0,12,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
10587,2123,1.0,1,720,6,58.0,89,1,0,0,0,0,0,0,0,Flatbush,Brooklyn
1189,2250,1.0,0,700,9,1.0,85,0,0,0,0,0,0,0,0,Greenpoint,Brooklyn
8860,4995,2.0,2,1400,2,6.0,96,1,0,1,1,0,0,0,1,DUMBO,Brooklyn
3194,2600,0.0,1,469,1,39.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
10238,5300,2.0,2,1211,9,6.0,0,1,0,0,0,0,0,0,0,Greenpoint,Brooklyn
11053,3786,2.0,1,958,3,6.0,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
8870,5300,2.0,1,1020,6,3.0,88,0,0,0,0,0,0,0,0,Brooklyn Heights,Brooklyn
5046,2900,3.0,1,1500,1,2.0,85,0,0,0,0,0,0,0,0,Bushwick,Brooklyn
5637,2975,1.0,1,701,10,4.0,6,1,0,0,1,0,0,0,0,Clinton Hill,Brooklyn
7844,1500,1.0,1,600,6,3.0,85,0,0,0,0,0,0,0,0,Flatbush,Brooklyn
7834,4000,1.5,1,828,5,26.0,6,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
410,2200,0.0,1,400,5,3.0,96,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
9119,6300,2.0,2,1217,0,6.0,116,0,0,1,1,1,1,0,1,Brooklyn Heights,Brooklyn
4892,2400,0.0,1,450,7,2.0,15,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
28,2350,1.0,1,550,2,2.0,88,0,0,0,0,0,0,0,0,Park Slope,Brooklyn
10374,5145,2.0,2,1106,1,21.0,17,1,0,0,0,1,0,0,0,Brooklyn Heights,Brooklyn
7360,2900,0.0,1,582,1,4.0,10,0,0,1,1,1,0,0,1,DUMBO,Brooklyn
9782,1400,1.0,0,650,7,11.0,92,0,0,0,0,0,0,0,0,Brownsville,Brooklyn
9831,2900,3.0,2,1335,5,4.0,9,0,0,0,1,1,1,0,0,Gravesend,Brooklyn
7586,1995,1.0,1,1000,2,5.0,83,0,0,0,0,0,0,0,0,Brighton Beach,Brooklyn
8103,2650,2.0,1,800,2,3.0,106,0,0,0,0,0,0,0,0,Boerum Hill,Brooklyn
1442,2300,1.0,1,1000,7,1.0,107,0,0,0,0,0,0,0,0,Crown Heights,Brooklyn
3488,5000,2.0,2,1124,8,5.0,3,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1405,5195,2.0,2,1085,6,4.0,8,1,0,1,0,0,0,0,0,Williamsburg,Brooklyn
3525,3600,0.0,1,1088,5,8.0,90,0,1,1,0,1,1,0,1,Downtown Brooklyn,Brooklyn
1069,4850,2.0,1,1006,8,6.0,3,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
5422,3500,3.0,1,914,5,1.0,85,0,0,1,0,0,0,0,0,Crown Heights,Brooklyn
3845,3800,2.0,2,863,5,6.0,8,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2054,2575,0.0,1,503,1,41.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
6427,3000,2.0,1,1400,1,2.0,117,0,0,0,0,0,0,0,0,Boerum Hill,Brooklyn
10257,2200,0.0,1,522,11,4.0,88,0,0,0,0,0,1,0,0,Carroll Gardens,Brooklyn
11207,2428,2.0,1,1092,5,13.0,52,1,0,0,0,0,0,0,0,Coney Island,Brooklyn
9572,1600,0.0,1,550,6,3.0,81,0,0,0,0,0,0,0,0,Prospect Park South,Brooklyn
2050,4488,2.0,2,930,3,4.0,4,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
9207,4950,2.0,1,1006,8,6.0,3,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
6256,3495,0.0,1,815,6,4.0,88,1,0,0,0,1,0,0,0,Brooklyn Heights,Brooklyn
8446,1950,0.0,1,431,3,6.0,96,0,0,0,0,0,0,0,0,Park Slope,Brooklyn
9288,3500,1.0,1,751,4,3.0,5,1,0,0,0,1,1,0,0,Williamsburg,Brooklyn
6043,2650,2.0,2,1073,7,4.0,96,1,0,0,0,0,0,0,0,Brighton Beach,Brooklyn
10258,5050,2.0,2,1071,7,7.0,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
11343,2200,2.0,1,1200,3,4.0,103,0,0,0,0,0,0,0,0,Prospect Park South,Brooklyn
7784,2150,2.0,1,900,5,3.0,85,1,0,0,0,0,0,0,0,Bushwick,Brooklyn
9306,15750,3.0,3,3056,4,6.0,96,0,0,0,0,0,0,0,0,DUMBO,Brooklyn
7846,4215,2.0,2,976,1,23.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
10873,2348,1.0,1,760,1,3.0,96,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
6714,1581,0.0,1,513,5,12.0,52,1,0,0,0,0,0,0,0,Coney Island,Brooklyn
8220,2850,3.0,2,1500,7,2.0,11,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
4250,3171,1.0,1,711,1,29.0,9,1,0,0,0,0,0,0,0,Fort Greene,Brooklyn
6353,3300,2.0,1,795,2,2.0,9,1,0,0,0,0,0,0,0,Crown Heights,Brooklyn
7296,3225,2.0,1,1200,3,6.0,87,1,0,0,0,0,0,0,0,Windsor Terrace,Brooklyn
10592,3000,2.0,1,700,1,3.0,108,0,0,0,0,0,0,0,0,Park Slope,Brooklyn
6294,1675,1.0,1,805,4,4.0,59,1,0,0,0,0,0,0,0,Gravesend,Brooklyn
3843,2225,0.0,1,536,5,1.0,8,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3151,5800,1.0,1,1293,5,10.0,100,0,0,0,0,0,0,0,0,DUMBO,Brooklyn
5286,1550,1.0,1,625,7,9.0,94,1,0,0,0,0,0,0,0,Sheepshead Bay,Brooklyn
8157,5346,2.0,1,842,5,6.0,1,1,0,0,0,0,0,0,0,DUMBO,Brooklyn
2282,3155,1.0,1,677,1,29.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
6037,2400,2.0,1,700,1,1.0,106,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
8853,2250,1.0,1,611,2,9.0,9,1,0,0,0,0,0,0,0,Bushwick,Brooklyn
8771,2500,0.0,1,634,6,3.0,11,0,0,1,1,1,1,0,0,Downtown Brooklyn,Brooklyn
5642,1500,0.0,0,400,2,1.0,103,0,0,0,0,0,0,0,0,Crown Heights,Brooklyn
6134,11000,4.0,3,3243,2,29.0,89,0,0,0,0,0,0,0,0,Fort Greene,Brooklyn
3551,3800,2.0,1,1312,12,1.0,9,1,0,0,1,1,1,0,0,Clinton Hill,Brooklyn
844,2395,3.0,1,1000,2,3.0,101,1,0,0,0,0,0,0,0,Crown Heights,Brooklyn
6986,2395,3.0,1,950,4,3.0,109,1,0,0,0,0,0,0,0,Bushwick,Brooklyn
3155,3200,3.0,1,1000,2,3.0,85,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
4807,4550,2.0,1,1200,3,7.0,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
7660,4615,2.0,2,922,1,16.0,5,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
591,2850,2.0,1,850,1,3.0,13,1,0,0,0,0,1,0,0,Bedford-Stuyvesant,Brooklyn
4106,2800,4.0,1,1000,6,1.0,110,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
10918,3000,1.0,1,731,5,6.0,96,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
1681,3900,2.0,2,914,3,2.0,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
7506,2814,0.0,1,615,8,5.0,106,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1898,5299,2.0,1,1006,8,6.0,3,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1361,1550,1.0,1,650,3,2.0,106,1,0,0,0,0,0,0,0,Crown Heights,Brooklyn
6177,2200,1.0,1,475,1,3.0,85,0,0,0,0,0,0,0,0,Cobble Hill,Brooklyn
4284,6875,3.0,2,1200,3,6.0,1,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
8921,2978,1.0,1,657,2,33.0,3,1,0,0,0,0,0,0,0,Fort Greene,Brooklyn
4485,5550,2.0,2,1132,1,47.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
6860,1400,0.0,1,550,5,5.0,63,1,0,0,0,0,0,0,0,Ocean Parkway,Brooklyn
10511,3875,2.0,2,1100,7,12.0,6,1,1,0,0,1,1,0,1,Downtown Brooklyn,Brooklyn
6958,1650,1.0,1,800,3,3.0,85,0,0,0,0,0,0,0,0,Crown Heights,Brooklyn
10119,4800,2.0,2,1208,6,16.0,11,1,0,1,0,0,0,1,0,Downtown Brooklyn,Brooklyn
5789,1750,1.0,1,500,2,3.0,85,0,0,0,0,0,0,0,0,Prospect Lefferts Gardens,Brooklyn
75,3305,0.0,1,515,3,6.0,16,1,0,0,0,0,0,0,0,DUMBO,Brooklyn
9192,3300,2.0,1,743,12,3.0,9,1,1,0,1,1,1,0,1,Clinton Hill,Brooklyn
5179,4695,2.0,2,862,5,3.0,8,1,1,0,0,0,0,0,0,Williamsburg,Brooklyn
9058,2200,1.0,1,750,5,5.0,86,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
5091,3070,1.0,1,613,9,10.0,4,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
5853,3445,1.0,1,617,6,4.0,92,1,0,0,0,0,0,0,0,Cobble Hill,Brooklyn
9687,2250,2.0,1,733,3,4.0,100,0,0,0,0,0,0,0,0,Greenwood,Brooklyn
7347,1775,1.0,1,750,10,4.0,65,0,0,0,0,0,0,0,0,Kensington,Brooklyn
2626,4675,2.0,2,1098,3,2.0,7,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2691,3795,2.0,1,770,3,8.0,2,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
6003,5000,2.0,2,1124,4,4.0,10,0,1,1,0,1,0,0,0,DUMBO,Brooklyn
8966,4695,2.0,2,1100,7,10.0,5,1,1,0,0,0,0,0,0,Carroll Gardens,Brooklyn
7913,3348,0.0,1,426,5,16.0,1,1,0,0,0,0,0,0,0,DUMBO,Brooklyn
6620,2395,3.0,1,950,4,1.0,109,0,0,0,0,0,0,0,0,Bushwick,Brooklyn
7612,2970,1.0,1,677,1,15.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
2679,2840,0.0,1,505,1,44.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
6768,3000,1.0,1,930,2,2.0,11,0,0,1,0,0,1,0,0,Williamsburg,Brooklyn
3406,3461,1.0,1,725,2,23.0,3,1,0,0,0,0,0,0,0,Fort Greene,Brooklyn
8116,2450,1.0,1,750,1,2.0,96,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
4298,2599,2.0,1,800,5,1.0,106,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
62,2100,1.0,1,900,7,1.0,13,0,0,0,0,0,0,0,0,Carroll Gardens,Brooklyn
6732,1950,0.0,1,521,2,2.0,2,0,0,0,0,0,0,0,0,Greenwood,Brooklyn
10788,3900,1.0,1,865,10,6.0,116,0,0,1,0,1,1,0,0,Williamsburg,Brooklyn
10850,2300,2.0,1,1000,7,6.0,55,0,1,0,1,0,1,0,0,Bay Ridge,Brooklyn
2690,2300,1.0,1,750,4,2.0,85,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
7383,3000,3.0,1,1000,14,1.0,96,0,0,0,0,0,0,0,0,Fort Greene,Brooklyn
6544,2400,2.0,1,700,4,4.0,96,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
4639,1350,1.0,1,750,7,9.0,92,0,0,0,0,0,0,0,0,Brownsville,Brooklyn
10629,3400,3.0,2,1500,5,1.0,85,1,0,0,0,0,0,0,0,Bushwick,Brooklyn
9672,2150,1.0,1,650,5,2.0,86,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
470,2575,0.0,1,725,2,4.0,85,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
5941,2995,1.0,1,765,9,4.0,7,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
9601,6000,3.0,2,1798,1,13.0,88,0,0,1,0,0,1,0,0,Downtown Brooklyn,Brooklyn
5135,2850,3.0,2,1500,7,2.0,11,1,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
9435,1325,0.0,1,300,1,3.0,85,0,0,0,0,0,0,0,0,Sunset Park,Brooklyn
11061,2650,1.0,1,600,7,2.0,117,0,0,0,0,0,0,0,0,Carroll Gardens,Brooklyn
3096,4595,3.0,1,1000,7,2.0,106,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
9747,2799,1.0,1,700,6,2.0,11,0,0,0,0,0,0,0,0,Greenpoint,Brooklyn
9067,2200,2.0,1,800,3,2.0,115,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
8078,3800,1.0,1,1000,3,4.0,88,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
6169,4361,3.0,1,914,3,2.0,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
5034,1900,2.0,1,900,4,1.0,96,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
7500,3200,1.0,1,796,2,2.0,96,0,0,1,1,1,0,0,1,DUMBO,Brooklyn
1151,3300,2.0,1,1300,3,2.0,85,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
9801,2650,1.0,1,750,1,2.0,92,1,0,1,0,1,0,0,0,Brooklyn Heights,Brooklyn
189,4299,1.0,1,901,6,10.0,88,0,1,0,1,1,0,0,1,Brooklyn Heights,Brooklyn
2590,2400,3.0,1,900,3,4.0,102,0,0,0,0,0,0,0,0,Ditmas Park,Brooklyn
402,2640,0.0,1,472,6,5.0,2,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
8119,2300,0.0,1,550,2,4.0,86,0,0,0,0,0,0,0,0,Clinton Hill,Brooklyn
